sub_id,age,sex,race_ethn,education,income,no_in_household,marital_status,income_adj,minoritized,tone,style,context,actual_rating
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,norms,informal,high_inc,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,norms,informal,high_dec,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,norms,informal,low_inc,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,norms,informal,low_dec,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,acknowledging,formal,high_inc,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,acknowledging,formal,high_dec,6
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,acknowledging,formal,low_inc,6
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,acknowledging,formal,low_dec,6
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,acknowledging,informal,high_inc,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,acknowledging,informal,high_dec,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,acknowledging,informal,low_inc,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,acknowledging,informal,low_dec,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,self_efficacy,formal,high_inc,6
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,self_efficacy,formal,high_dec,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,self_efficacy,formal,low_inc,6
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,self_efficacy,formal,low_dec,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,self_efficacy,informal,high_inc,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,self_efficacy,informal,high_dec,6
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,self_efficacy,informal,low_inc,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,self_efficacy,informal,low_dec,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,caring_supportive,formal,high_inc,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,caring_supportive,formal,high_dec,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,caring_supportive,formal,low_inc,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,caring_supportive,formal,low_dec,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,caring_supportive,informal,high_inc,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,caring_supportive,informal,high_dec,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,caring_supportive,informal,low_inc,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,caring_supportive,informal,low_dec,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,legitimizing,formal,high_inc,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,legitimizing,formal,high_dec,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,legitimizing,formal,low_inc,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,legitimizing,formal,low_dec,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,legitimizing,informal,high_inc,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,legitimizing,informal,high_dec,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,legitimizing,informal,low_inc,7
2,38,Male,White,Bachelor,70000,4,Divorced,17500.0,False,legitimizing,informal,low_dec,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,value_affirmation,formal,high_inc,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,value_affirmation,formal,high_dec,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,value_affirmation,formal,low_inc,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,value_affirmation,formal,low_dec,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,value_affirmation,informal,high_inc,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,value_affirmation,informal,high_dec,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,value_affirmation,informal,low_inc,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,value_affirmation,informal,low_dec,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,norms,formal,high_inc,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,norms,formal,high_dec,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,norms,formal,low_inc,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,norms,formal,low_dec,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,norms,informal,high_inc,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,norms,informal,high_dec,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,norms,informal,low_inc,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,norms,informal,low_dec,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,acknowledging,formal,high_inc,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,acknowledging,formal,high_dec,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,acknowledging,formal,low_inc,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,acknowledging,formal,low_dec,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,acknowledging,informal,high_inc,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,acknowledging,informal,high_dec,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,acknowledging,informal,low_inc,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,acknowledging,informal,low_dec,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,self_efficacy,formal,high_inc,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,self_efficacy,formal,high_dec,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,self_efficacy,formal,low_inc,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,self_efficacy,formal,low_dec,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,self_efficacy,informal,high_inc,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,self_efficacy,informal,high_dec,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,self_efficacy,informal,low_inc,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,self_efficacy,informal,low_dec,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,caring_supportive,formal,high_inc,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,caring_supportive,formal,high_dec,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,caring_supportive,formal,low_inc,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,caring_supportive,formal,low_dec,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,caring_supportive,informal,high_inc,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,caring_supportive,informal,high_dec,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,caring_supportive,informal,low_inc,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,caring_supportive,informal,low_dec,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,legitimizing,formal,high_inc,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,legitimizing,formal,high_dec,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,legitimizing,formal,low_inc,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,legitimizing,formal,low_dec,6
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,legitimizing,informal,high_inc,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,legitimizing,informal,high_dec,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,legitimizing,informal,low_inc,7
3,48,Male,Other,Some College,135000,1,Married,135000.0,True,legitimizing,informal,low_dec,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,value_affirmation,formal,high_inc,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,value_affirmation,formal,high_dec,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,value_affirmation,formal,low_inc,6
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,value_affirmation,formal,low_dec,6
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,value_affirmation,informal,high_inc,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,value_affirmation,informal,high_dec,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,value_affirmation,informal,low_inc,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,value_affirmation,informal,low_dec,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,norms,formal,high_inc,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,norms,formal,high_dec,6
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,norms,formal,low_inc,6
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,norms,formal,low_dec,6
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,norms,informal,high_inc,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,norms,informal,high_dec,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,norms,informal,low_inc,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,norms,informal,low_dec,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,acknowledging,formal,high_inc,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,acknowledging,formal,high_dec,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,acknowledging,formal,low_inc,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,acknowledging,formal,low_dec,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,acknowledging,informal,high_inc,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,acknowledging,informal,high_dec,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,acknowledging,informal,low_inc,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,acknowledging,informal,low_dec,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,self_efficacy,formal,high_inc,6
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,self_efficacy,formal,high_dec,5
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,self_efficacy,formal,low_inc,6
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,self_efficacy,formal,low_dec,5
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,self_efficacy,informal,high_inc,6
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,self_efficacy,informal,high_dec,6
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,self_efficacy,informal,low_inc,6
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,self_efficacy,informal,low_dec,6
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,caring_supportive,formal,high_inc,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,caring_supportive,formal,high_dec,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,caring_supportive,formal,low_inc,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,caring_supportive,formal,low_dec,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,caring_supportive,informal,high_inc,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,caring_supportive,informal,high_dec,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,caring_supportive,informal,low_inc,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,caring_supportive,informal,low_dec,7
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,legitimizing,formal,high_inc,5
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,legitimizing,formal,high_dec,6
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,legitimizing,formal,low_inc,6
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,legitimizing,formal,low_dec,5
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,legitimizing,informal,high_inc,6
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,legitimizing,informal,high_dec,6
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,legitimizing,informal,low_inc,6
4,58,Male,Black,Graduate,150000,2,Divorced,75000.0,True,legitimizing,informal,low_dec,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,value_affirmation,formal,high_inc,7
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,value_affirmation,formal,high_dec,7
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,value_affirmation,formal,low_inc,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,value_affirmation,formal,low_dec,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,value_affirmation,informal,high_inc,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,value_affirmation,informal,high_dec,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,value_affirmation,informal,low_inc,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,value_affirmation,informal,low_dec,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,norms,formal,high_inc,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,norms,formal,high_dec,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,norms,formal,low_inc,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,norms,formal,low_dec,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,norms,informal,high_inc,5
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,norms,informal,high_dec,5
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,norms,informal,low_inc,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,norms,informal,low_dec,5
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,acknowledging,formal,high_inc,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,acknowledging,formal,high_dec,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,acknowledging,formal,low_inc,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,acknowledging,formal,low_dec,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,acknowledging,informal,high_inc,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,acknowledging,informal,high_dec,5
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,acknowledging,informal,low_inc,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,acknowledging,informal,low_dec,5
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,self_efficacy,formal,high_inc,7
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,self_efficacy,formal,high_dec,7
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,self_efficacy,formal,low_inc,7
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,self_efficacy,formal,low_dec,7
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,self_efficacy,informal,high_inc,7
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,self_efficacy,informal,high_dec,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,self_efficacy,informal,low_inc,7
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,self_efficacy,informal,low_dec,7
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,caring_supportive,formal,high_inc,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,caring_supportive,formal,high_dec,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,caring_supportive,formal,low_inc,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,caring_supportive,formal,low_dec,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,caring_supportive,informal,high_inc,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,caring_supportive,informal,high_dec,5
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,caring_supportive,informal,low_inc,5
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,caring_supportive,informal,low_dec,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,legitimizing,formal,high_inc,7
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,legitimizing,formal,high_dec,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,legitimizing,formal,low_inc,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,legitimizing,formal,low_dec,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,legitimizing,informal,high_inc,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,legitimizing,informal,high_dec,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,legitimizing,informal,low_inc,6
5,37,Male,Hispanic,Graduate,100000,1,Married,100000.0,True,legitimizing,informal,low_dec,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,value_affirmation,formal,high_inc,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,value_affirmation,formal,high_dec,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,value_affirmation,formal,low_inc,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,value_affirmation,formal,low_dec,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,value_affirmation,informal,high_inc,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,value_affirmation,informal,high_dec,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,value_affirmation,informal,low_inc,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,value_affirmation,informal,low_dec,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,norms,formal,high_inc,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,norms,formal,high_dec,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,norms,formal,low_inc,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,norms,formal,low_dec,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,norms,informal,high_inc,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,norms,informal,high_dec,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,norms,informal,low_inc,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,norms,informal,low_dec,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,acknowledging,formal,high_inc,5
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,acknowledging,formal,high_dec,5
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,acknowledging,formal,low_inc,5
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,acknowledging,formal,low_dec,5
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,acknowledging,informal,high_inc,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,acknowledging,informal,high_dec,5
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,acknowledging,informal,low_inc,5
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,acknowledging,informal,low_dec,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,self_efficacy,formal,high_inc,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,self_efficacy,formal,high_dec,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,self_efficacy,formal,low_inc,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,self_efficacy,formal,low_dec,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,self_efficacy,informal,high_inc,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,self_efficacy,informal,high_dec,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,self_efficacy,informal,low_inc,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,self_efficacy,informal,low_dec,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,caring_supportive,formal,high_inc,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,caring_supportive,formal,high_dec,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,caring_supportive,formal,low_inc,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,caring_supportive,formal,low_dec,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,caring_supportive,informal,high_inc,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,caring_supportive,informal,high_dec,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,caring_supportive,informal,low_inc,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,caring_supportive,informal,low_dec,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,legitimizing,formal,high_inc,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,legitimizing,formal,high_dec,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,legitimizing,formal,low_inc,6
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,legitimizing,formal,low_dec,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,legitimizing,informal,high_inc,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,legitimizing,informal,high_dec,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,legitimizing,informal,low_inc,7
6,37,Male,White,Bachelor,45000,6,Married,7500.0,False,legitimizing,informal,low_dec,7
7,59,Male,Black,Bachelor,135000,4,Married,33750.0,True,value_affirmation,formal,high_inc,7
7,59,Male,Black,Bachelor,135000,4,Married,33750.0,True,value_affirmation,formal,high_dec,7
7,59,Male,Black,Bachelor,135000,4,Married,33750.0,True,value_affirmation,formal,low_inc,7
7,59,Male,Black,Bachelor,135000,4,Married,33750.0,True,value_affirmation,formal,low_dec,7
