"participant_id","tone","style","message_rating","age","sex","gender_id","sexual_orientation","race_ethn","education","income","marital_status","no_in_household","minoritized","income_adj"
4,"self_efficacy","informal",5,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","informal",4,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","informal",6,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","informal",4,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","informal",6,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","informal",7,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"self_efficacy","informal",4,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","informal",6,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","informal",6,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","informal",6,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
4,"norms","informal",7,35,"male","nonbinary","other","other","bachelor",20000,"divorced",2,"no",10000
5,"acknowledging","formal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","informal",5,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","formal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","formal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","formal",2,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","formal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","formal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","formal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","informal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","informal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","formal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","informal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","formal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","informal",5,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","formal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","formal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","formal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","formal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","formal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","informal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","formal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","formal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","formal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","formal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","formal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","formal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","formal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","formal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","formal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","formal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","formal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","formal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","informal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","informal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","informal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","formal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","formal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","informal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","informal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","formal",4,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","informal",5,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","formal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","formal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","formal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","informal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"legitimizing","informal",3,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","informal",5,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
5,"acknowledging","informal",5,54,"female","woman","heterosexual","black","phd",60000,"single",3,"yes",20000
6,"acknowledging","informal",5,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"value_affirmation","formal",3,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"legitimizing","informal",3,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"caring_supportive","formal",3,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"caring_supportive","formal",2,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"acknowledging","informal",5,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"caring_supportive","formal",2,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"acknowledging","informal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"value_affirmation","formal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"value_affirmation","formal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"value_affirmation","formal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"value_affirmation","formal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"value_affirmation","formal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"legitimizing","informal",3,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"caring_supportive","formal",3,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"caring_supportive","formal",2,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"caring_supportive","formal",2,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"caring_supportive","formal",2,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"acknowledging","informal",5,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"acknowledging","informal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"value_affirmation","formal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"value_affirmation","formal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"value_affirmation","formal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"value_affirmation","formal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"value_affirmation","formal",3,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"value_affirmation","formal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"legitimizing","informal",3,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"legitimizing","informal",3,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"legitimizing","informal",3,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"caring_supportive","formal",3,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"caring_supportive","formal",2,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"caring_supportive","formal",2,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"value_affirmation","formal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"value_affirmation","formal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"acknowledging","informal",5,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"acknowledging","informal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"value_affirmation","formal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"legitimizing","informal",3,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"legitimizing","informal",3,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"value_affirmation","formal",4,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"legitimizing","informal",3,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"caring_supportive","formal",2,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"caring_supportive","formal",2,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"caring_supportive","formal",2,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"caring_supportive","formal",2,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"caring_supportive","formal",2,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"caring_supportive","formal",2,20,"male","man","other","other","phd",40000,"married",6,"no",6666
6,"acknowledging","informal",5,20,"male","man","other","other","phd",40000,"married",6,"no",6666
7,"value_affirmation","informal",5,40,"female","woman","bisexual","asian","phd",1e+05,"married",1,"yes",100000
7,"value_affirmation","informal",5,40,"female","woman","bisexual","asian","phd",1e+05,"married",1,"yes",100000
7,"value_affirmation","informal",5,40,"female","woman","bisexual","asian","phd",1e+05,"married",1,"yes",100000
